Created Time(ms),Timestamp(ms),Type,Sensor ID,Projection String,Object ID,Position X(m),Position Y(m),Position Z(m)
1709851233963,31100,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.602,-4.551,-9.871
1709851233964,31100,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-12.282,-2.797,-9.924
1709851234014,31200,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.569,-8.778,-9.585
1709851234020,31200,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.591,0.878,-8.921
1709851234031,31200,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.692,-4.54,-9.763
1709851234032,31200,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.912,-4.33,-10.083
1709851234080,31200,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.797,-3.076,-10.121
1709851234118,31300,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.249,-8.823,-9.955
1709851234124,31300,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.244,0.996,-9.164
1709851234137,31300,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-24.01,-4.975,-10.154
1709851234138,31300,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.892,-4.531,-9.68
1709851234179,31300,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-12.141,-2.889,-9.821
1709851234226,31400,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.977,-8.47,-9.917
1709851234232,31400,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.471,1.28,-9.252
1709851234238,31400,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-24.74,-4.62,-9.858
1709851234244,31400,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.798,-4.526,-9.858
1709851234287,31400,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.86,-3.208,-9.495
1709851234337,31500,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.267,-8.866,-9.6
1709851234343,31500,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.484,0.786,-8.741
1709851234356,31500,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.693,-4.374,-9.819
1709851234356,31500,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.157,-5.052,-9.719
1709851234399,31500,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-12.061,-2.67,-10.338
1709851234448,31600,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.506,-8.772,-9.692
1709851234454,31600,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.415,0.827,-8.839
1709851234465,31600,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.998,-4.459,-9.688
1709851234511,31600,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.757,-4.956,-9.798
1709851234512,31600,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.823,-3.196,-9.975
1709851234679,31700,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.596,-8.967,-9.825
1709851234685,31700,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.451,1.21,-9.124
1709851234690,31700,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.929,-4.743,-9.638
1709851234698,31700,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.803,-4.837,-10.028
1709851234743,31700,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.813,-2.904,-9.895
1709851234795,31800,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.966,-8.647,-9.74
1709851234801,31800,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.486,0.753,-8.879
1709851234807,31800,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.957,-4.695,-9.463
1709851234814,31800,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.076,-4.652,-9.429
1709851234856,31800,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.8,-3.115,-9.734
1709851234912,31900,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.961,-8.66,-9.649
1709851234918,31900,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.28,0.951,-8.711
1709851234929,31900,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.903,-4.39,-9.462
1709851234971,31900,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.751,-5.001,-9.848
1709851234972,31900,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-12.095,-2.923,-10.039
1709851235170,32000,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.534,-9.002,-9.685
1709851235175,32000,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.152,0.637,-8.888
1709851235181,32000,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-24.119,-4.728,-9.455
1709851235188,32000,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.181,-4.697,-9.968
1709851235231,32000,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-12.45,-3.212,-9.768
1709851235277,32100,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.824,-8.992,-10.061
1709851235283,32100,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.672,0.861,-8.596
1709851235289,32100,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.935,-4.263,-9.923
1709851235296,32100,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.069,-4.612,-9.977
1709851235343,32100,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-12.386,-3.336,-9.917
1709851235395,32200,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.151,-8.659,-9.599
1709851235401,32200,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.522,0.753,-9.091
1709851235412,32200,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.641,-4.662,-9.894
1709851235455,32200,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.09,-4.704,-9.89
1709851235456,32200,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.916,-3.107,-9.784
1709851235517,32300,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.578,-8.814,-9.463
1709851235533,32300,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.15,0.703,-8.951
1709851235534,32300,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.96,-4.732,-9.768
1709851235575,32300,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.928,-4.58,-10.132
1709851235576,32300,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-12.074,-2.776,-10.027
1709851235735,32400,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.389,-8.566,-9.818
1709851235741,32400,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.363,1.044,-8.74
1709851235752,32400,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.989,-4.863,-9.867
1709851235800,32400,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.888,-4.521,-9.612
1709851235800,32400,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.968,-3.215,-10.122
1709851235846,32500,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.345,-8.583,-9.891
1709851235852,32500,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.535,1.052,-9.248
1709851235858,32500,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.666,-4.581,-9.893
1709851235864,32500,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.074,-4.719,-9.819
1709851235911,32500,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.9,-3.293,-9.68
1709851235955,32600,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.687,-8.908,-9.903
1709851235961,32600,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.654,0.744,-8.586
1709851235968,32600,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-24.02,-4.421,-10.031
1709851236015,32600,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.056,-4.712,-9.76
1709851236016,32600,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-12.2,-2.953,-9.891
1709851236065,32700,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.517,-8.668,-9.84
1709851236071,32700,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.429,1.232,-9.094
1709851236078,32700,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-24.14,-4.706,-9.653
1709851236090,32700,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.33,-4.805,-9.824
1709851236135,32700,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.983,-2.748,-9.855
1709851236174,32800,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.366,-8.714,-9.503
1709851236186,32800,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.798,0.994,-9.113
1709851236187,32800,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-24.082,-4.81,-9.862
1709851236227,32800,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.081,-4.741,-9.762
1709851236228,32800,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.733,-3.044,-10.135
1709851236287,32900,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.294,-8.871,-9.822
1709851236293,32900,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.26,0.731,-8.93
1709851236298,32900,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.891,-4.654,-9.809
1709851236306,32900,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.206,-4.623,-9.707
1709851236347,32900,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.945,-2.811,-9.941
1709851236412,33000,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.692,-8.696,-10.121
1709851236418,33000,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.376,1.083,-9.095
1709851236429,33000,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-24.296,-4.78,-9.824
1709851236471,33000,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-17.971,-4.84,-9.495
1709851236515,33000,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.987,-3.031,-10.101
1709851236585,33100,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.918,-8.911,-10.06
1709851236591,33100,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.471,1.032,-8.882
1709851236603,33100,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-24.157,-4.814,-9.781
1709851236643,33100,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.195,-4.556,-9.857
1709851236644,33100,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.689,-3.042,-9.655
1709851236791,33200,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.65,-8.661,-9.909
1709851236797,33200,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.202,0.909,-8.509
1709851236808,33200,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.902,-4.613,-9.6
1709851236851,33200,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,223,-18.065,-4.379,-9.77
1709851236852,33200,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,224,-11.959,-2.942,-9.872
1709851236892,33300,CAR,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,207,-48.909,-8.865,-9.924
1709851236909,33300,PEDESTRIAN,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,221,-13.449,1.269,-8.856
1709851236910,33300,TRUCK,IntersectionLidar,+proj=tmerc +lat_0=0 +lon_0=0 +k=1 +x_0=0 +y_0=0 +datum=WGS84 +units=m +geoidgrids=egm96_15.gtx +vunits=m +no_defs,222,-23.983,-4.713,-9.673
